,id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
513,514,1.436135,0.98862,0.937279,-0.669756,-0.685804,0.347948,1.595597,0.771022,-1.042487,-0.842718,15.543294,-18.353586
859,860,-0.855729,-1.15071,-1.739811,1.287683,0.68774,0.724979,-1.573476,-1.002635,1.050302,0.259603,3.584537,-6.758954
829,830,0.427715,-0.700325,-0.728466,1.350826,0.74746,1.856072,-0.164999,-0.716562,0.691538,1.499716,7.911399,-14.778861
997,998,1.527809,0.256744,-0.074066,-1.427475,-0.446927,-0.877403,1.384326,0.542163,-0.444547,-0.222662,14.027475,-19.121599
437,438,-0.67238,-1.038114,-0.906939,0.151105,1.225214,0.347948,-0.869237,-1.345924,0.811126,0.466289,1.616725,-3.040349
915,916,-1.314102,-0.981816,-1.263884,0.277392,1.046056,-0.311856,-1.150933,-1.117065,1.648241,0.604079,1.080182,-2.054274
161,162,2.261206,0.538235,0.818297,0.087962,0.508582,1.007752,0.116696,0.313304,0.332774,0.121813,10.546164,-19.91967
498,499,1.069437,0.031551,-0.847448,0.403678,0.568302,0.630721,-0.024151,-0.602132,-0.444547,1.568611,8.908604,-16.671404
689,690,0.244365,-0.024747,0.163897,0.529964,0.628021,2.138845,0.116696,-0.373273,0.093598,0.741869,9.671446,-18.15361
823,824,-0.122333,-0.812921,-0.490503,0.403678,0.568302,0.442206,-1.432628,-1.231494,1.468859,0.948555,6.681792,-12.487148
770,771,1.34446,0.313042,0.104406,0.340535,0.030828,0.819237,0.609663,-0.029985,0.033804,0.672974,11.600686,-20.411391
143,144,-0.855729,-0.925518,-1.739811,0.340535,1.404372,-0.971661,-1.221357,-1.002635,1.110095,0.741869,2.840904,-5.355562
893,894,0.061016,1.044918,0.401861,-1.048616,-1.402435,-2.102753,-0.446694,2.029746,-1.341457,-1.118299,25.613501,-13.019802
202,203,1.436135,-0.24994,0.044915,0.214248,-0.088611,1.667556,1.173054,0.656592,-0.324959,0.052918,11.450391,-20.429832
741,742,-0.122333,1.495304,1.115751,-0.922329,-1.163558,-0.500372,0.53924,0.942666,-1.281663,-1.118299,20.281234,-15.861883
94,95,1.802833,0.538235,0.461352,0.024819,-0.14833,0.724979,0.820935,0.542163,-1.102281,0.397394,12.221472,-20.049915
942,943,0.977762,-0.475132,-0.193048,0.214248,0.508582,1.950329,0.53924,-0.029985,0.093598,1.086345,9.686734,-18.138854
645,646,-0.489031,0.819726,1.770151,-1.111759,-1.282997,-0.783145,1.45475,0.656592,-1.341457,-1.738355,18.388574,-16.872872
577,578,-0.580706,0.650831,1.353715,-0.922329,-1.521874,-1.160176,0.680087,1.057095,-1.221869,-1.738355,17.982296,-17.078912
560,561,-0.489031,0.481937,0.520842,-1.301188,-1.103839,-0.783145,0.468816,2.029746,-1.162075,-1.118299,26.591066,-12.503027
928,929,-0.67238,-0.475132,-0.906939,1.413969,1.046056,0.724979,-1.010085,-0.602132,0.930714,1.43082,6.680912,-12.500728
1011,1012,-0.67238,-0.644027,-0.847448,1.350826,1.284933,-0.500372,-0.939661,-0.945421,1.409065,0.604079,6.847404,-12.773162
725,726,-0.305682,-0.644027,-1.263884,0.656251,0.74746,1.573298,-0.72839,-0.773776,0.631744,1.844191,7.973516,-14.861693
54,55,-0.855729,-1.15071,-0.96643,1.540256,0.150267,-1.254434,-1.503052,-1.117065,1.409065,0.466289,4.346696,-8.204101
805,806,1.069437,0.36934,1.234733,-1.301188,-1.04412,-0.59463,1.595597,0.427733,-1.341457,-1.118299,15.769936,-18.238929
339,340,-0.214007,-0.475132,-0.074066,1.098253,0.209986,-0.217599,0.116696,-0.716562,0.512156,0.190708,8.725518,-16.338421
979,980,1.252786,-0.024747,-0.193048,0.529964,0.389144,1.950329,0.609663,-0.144414,-0.265166,0.741869,10.242235,-19.229749
312,313,1.711159,0.200446,0.461352,0.151105,0.329424,0.347948,0.468816,0.484948,0.392568,0.672974,10.879939,-20.352062
920,921,0.061016,1.382708,0.401861,-1.238045,-1.342716,-0.783145,0.257544,2.029746,-0.803311,-0.773823,25.149605,-13.274545
124,125,0.061016,-1.15071,-1.263884,0.908824,1.464091,0.065175,-1.150933,-1.05985,0.153392,0.948555,5.568823,-10.43977
721,722,0.977762,-0.081045,-0.371521,0.971967,0.329424,1.667556,-0.024151,-0.029985,0.452362,1.43082,9.412661,-17.625882
987,988,-2.139173,-1.544798,-1.085412,1.161396,0.508582,-1.160176,-1.150933,-1.117065,1.169889,0.672974,1.045165,-1.956357
648,649,-0.67238,-0.812921,-1.739811,0.719394,0.926617,0.25369,-1.362204,-1.117065,1.289477,0.672974,1.884553,-3.527118
492,493,-0.122333,0.707129,1.353715,-1.174902,-1.04412,-0.783145,1.595597,0.656592,-1.221869,-0.842718,18.17924,-16.980687
370,371,1.619484,0.481937,0.044915,-1.048616,-0.864962,-0.688887,1.45475,0.771022,-0.504341,-0.980509,14.474693,-18.907142
756,757,0.794413,1.044918,1.05626,-0.417184,-1.462155,-0.406114,1.736445,0.771022,-0.803311,-0.704928,16.361988,-17.935318
484,485,2.169532,0.031551,-0.193048,0.214248,0.269705,1.761814,0.680087,0.542163,0.57195,0.604079,11.292662,-20.472513
329,330,1.161111,0.819726,1.294224,-0.985472,-0.685804,-0.217599,1.877293,0.828236,-0.982693,-0.842718,17.615111,-17.270075
528,529,-0.855729,-0.644027,-1.144902,0.593108,0.926617,-0.500372,-0.72839,-1.288709,0.87092,0.879659,2.786567,-5.217594
933,934,-0.397357,-0.812921,-1.204393,1.161396,0.68774,0.25369,-1.010085,-0.773776,1.409065,0.672974,4.781298,-8.905625
524,525,-0.030658,1.157515,1.532187,-1.743191,-1.342716,-0.688887,0.609663,1.057095,-1.102281,-0.911613,19.979445,-16.024215
550,551,-1.680801,-1.15071,-1.085412,1.161396,0.986337,-1.254434,-1.150933,-1.002635,1.169889,0.397394,0.959789,-1.791812
790,791,-0.489031,0.707129,1.472697,-1.238045,-1.282997,-0.500372,1.736445,0.771022,-0.863105,-1.049404,17.074342,-17.574117
606,607,0.061016,1.382708,-0.014576,-1.301188,-0.566365,-0.500372,0.398392,1.228739,-1.162075,-1.049404,24.676925,-13.517457
848,849,-0.122333,1.495304,1.115751,-1.048616,-0.9844,-0.311856,0.820935,0.599377,-1.341457,-1.600565,21.786948,-15.050284
626,627,-0.030658,-1.375903,-0.847448,0.84568,0.628021,0.724979,-0.587542,-0.945421,0.57195,0.810764,6.01184,-11.233546
542,543,-0.122333,1.101217,0.877788,-1.616904,-1.282997,-1.160176,0.398392,0.942666,-1.341457,-1.393879,22.990399,-14.415367
285,286,0.33604,-0.081045,-0.490503,0.656251,0.807179,0.630721,-0.164999,-0.487703,0.033804,0.604079,8.476939,-15.858322
457,458,1.802833,0.313042,0.520842,-0.54347,0.030828,0.819237,1.313902,0.313304,-0.205372,-0.153767,12.237735,-20.079446
395,396,-0.305682,1.495304,0.461352,-1.427475,-1.462155,-1.81998,0.257544,1.400384,-1.281663,-1.393879,22.055964,-14.91168
687,688,0.061016,1.270111,1.472697,-1.301188,-1.342716,-0.688887,1.243478,0.942666,-0.743517,-1.256089,18.869321,-16.612074
221,222,0.152691,1.382708,1.353715,-1.174902,-1.103839,-0.500372,0.609663,0.828236,-1.341457,-0.980509,22.125098,-14.879914
765,766,-1.039079,1.213813,1.770151,-1.806334,-0.924681,-0.500372,1.243478,0.713807,-1.162075,-1.462774,19.429403,-16.325942
505,506,1.436135,1.044918,1.175242,-0.54347,-0.685804,-0.311856,1.525173,0.542163,-0.803311,-0.842718,17.059977,-17.574362
832,833,2.077857,0.200446,0.699315,-0.038324,-0.088611,1.007752,0.468816,0.542163,-0.444547,-0.084872,11.815494,-20.249023
739,740,0.244365,-0.137343,-0.252539,1.098253,0.68774,1.573298,-0.446694,-0.602132,0.751332,0.879659,8.989084,-16.824811
603,604,-0.947404,1.213813,1.234733,-1.301188,-1.342716,-1.160176,0.820935,1.285954,-1.102281,-0.980509,21.572798,-15.166916
975,976,0.152691,1.213813,-0.074066,-1.553761,-1.04412,-1.442949,0.18712,2.029746,-1.341457,-1.256089,27.229174,-12.164528
640,641,0.702738,0.425639,0.877788,-0.922329,-0.864962,0.159432,1.736445,0.828236,-1.042487,-1.80725,16.598947,-17.816786
186,187,-0.67238,-0.981816,-1.501848,0.277392,0.508582,-0.217599,-1.291781,-1.231494,1.050302,0.672974,4.465852,-8.408407
874,875,-0.764055,-0.981816,-0.609484,1.287683,0.926617,0.347948,-0.587542,-0.945421,1.349271,1.086345,5.789759,-10.847303
238,239,2.169532,0.481937,0.996769,0.214248,-0.208049,0.724979,0.609663,0.484948,-0.265166,0.328499,13.154166,-19.576951
25,26,-0.67238,-1.038114,-1.263884,0.593108,1.523811,-0.59463,-1.221357,-1.288709,1.289477,0.397394,2.835463,-5.358354
231,232,-0.305682,-1.15071,-1.025921,0.782537,1.523811,0.159432,-1.221357,-1.17428,0.930714,0.879659,3.266623,-6.159278
342,343,-0.030658,0.313042,1.413206,-1.111759,-1.342716,-0.406114,1.736445,0.656592,-1.162075,-1.118299,16.986542,-17.612776
152,153,-1.405777,-0.981816,-0.847448,1.22454,1.046056,0.724979,-0.657966,-0.659347,0.631744,1.086345,8.072771,-15.050877
772,773,1.069437,-0.306238,-0.490503,0.529964,0.68774,1.761814,0.18712,-0.487703,-0.085784,0.879659,9.660163,-18.106654
181,182,-0.030658,0.819726,0.223388,-0.922329,-0.9844,-1.81998,-0.235423,1.858102,-1.401251,-1.118299,26.597283,-12.498252
136,137,-1.86415,1.213813,1.115751,-0.922329,-0.9844,-0.971661,1.032206,1.228739,-1.221869,-1.187194,21.633979,-15.142993
654,655,-0.489031,-1.488499,-0.847448,0.719394,0.866898,0.724979,-1.010085,-0.888206,1.528653,0.259603,4.306746,-8.103264
351,352,-0.489031,-1.207009,-0.96643,0.529964,0.209986,-1.348691,-1.714324,-1.231494,0.87092,0.397394,3.118732,-5.858685
272,273,0.061016,0.763428,1.472697,-1.238045,-1.342716,-1.160176,1.45475,0.713807,-1.162075,-1.324984,19.326715,-16.369311
697,698,0.33604,-0.53143,-0.787957,0.656251,0.628021,1.196267,-0.939661,-0.373273,0.093598,1.568611,8.020215,-14.969574
426,427,-0.030658,-0.193641,0.163897,0.340535,0.030828,1.667556,0.18712,-1.05985,0.631744,1.29303,9.155881,-17.164897
15,16,-0.030658,1.270111,1.770151,-1.238045,-1.282997,-1.254434,1.313902,0.828236,-1.341457,-0.842718,19.244927,-16.405495
448,449,-0.489031,1.101217,1.353715,-1.364332,-1.223277,-0.217599,1.313902,-0.201629,-1.341457,-1.049404,19.662579,-16.184231
412,413,-0.580706,-0.700325,-0.96643,1.666542,1.284933,-0.029083,-1.291781,-0.945421,1.050302,0.948555,4.216818,-7.958374
509,510,-0.67238,-1.544798,-0.847448,1.350826,1.404372,0.159432,-1.6439,-1.345924,1.528653,0.879659,4.54911,-8.54825
3,4,1.252786,0.538235,-0.133557,-0.7329,-0.387207,0.724979,-0.164999,0.141659,-0.205372,-1.118299,13.500449,-19.39349
620,621,-0.489031,-0.193641,0.104406,0.971967,0.448863,0.25369,-0.446694,-1.231494,0.57195,1.637506,8.913749,-16.679571
1002,1003,-0.397357,1.326409,0.996769,-1.364332,-1.521874,-0.971661,0.750511,0.885451,-1.221869,-1.80725,22.246615,-14.825744
270,271,-0.397357,-1.094412,-0.431012,1.287683,0.807179,1.384783,-0.235423,-1.231494,0.57195,1.637506,7.76785,-14.49784
623,624,1.252786,0.256744,0.937279,-0.038324,-0.924681,0.630721,1.173054,0.484948,-0.265166,-0.704928,15.011594,-18.627186
583,584,0.33604,-0.925518,-0.728466,0.971967,1.225214,0.630721,-0.446694,-0.602132,0.332774,1.15524,7.521636,-14.019551
864,865,1.069437,0.819726,0.520842,-0.669756,-1.103839,-0.217599,1.877293,0.256089,-0.922899,-0.842718,16.184579,-18.012636
754,755,-0.397357,-0.587729,-1.263884,1.287683,0.389144,1.007752,-0.305847,-0.373273,0.392568,1.706401,8.304636,-15.502524
637,638,-0.030658,1.157515,1.532187,-0.922329,-1.402435,-0.783145,0.680087,0.942666,-1.102281,-1.118299,18.936979,-16.571133
194,195,1.252786,0.36934,1.115751,-0.985472,-0.864962,-0.123341,1.595597,0.828236,-1.162075,-1.049404,16.363006,-17.946083
680,681,1.069437,0.538235,0.937279,0.024819,-1.103839,0.347948,1.384326,0.771022,-0.623929,-0.153767,13.911462,-19.207289
429,430,1.34446,0.538235,0.163897,-0.669756,-0.387207,0.819237,0.468816,0.542163,-0.02599,-0.429348,14.329895,-18.983437
292,293,-0.122333,-0.812921,-1.025921,1.287683,0.68774,0.724979,-0.517118,-0.487703,0.512156,1.637506,8.300401,-15.507061
688,689,-1.039079,-1.601096,-1.204393,1.098253,0.807179,-0.59463,-0.939661,-1.002635,1.169889,0.328499,1.004459,-1.871925
371,372,-0.305682,-1.094412,-0.906939,-0.796043,1.523811,0.159432,-0.798814,-1.288709,1.409065,0.397394,3.085808,-5.828402
35,36,-0.214007,1.833093,0.758806,-0.796043,-1.342716,-1.160176,0.53924,1.285954,-1.042487,-0.980509,24.062164,-13.840004
701,702,-0.305682,1.382708,-0.193048,-1.174902,-0.626084,-0.406114,0.257544,1.343169,-1.221869,-0.980509,24.810768,-13.458098
795,796,-2.505872,-0.869219,-1.501848,0.656251,0.986337,-0.59463,-1.291781,-1.117065,1.289477,-0.084872,1.45296,-2.735934
663,664,-0.947404,1.270111,1.472697,-1.680048,-1.462155,-0.688887,0.398392,0.256089,-1.221869,-0.773823,18.477425,-16.823466
179,180,-0.305682,0.538235,0.34237,-1.364332,-1.342716,-1.442949,-0.657966,1.972531,-1.221869,-1.118299,26.776026,-12.401905
393,394,0.33604,-1.544798,-0.371521,0.84568,0.389144,0.25369,-0.517118,-0.716562,0.392568,1.43082,5.969739,-11.158717
328,329,-0.489031,-0.981816,-0.96643,1.413969,0.68774,-0.029083,-1.573476,-1.345924,1.409065,0.328499,3.313936,-6.234388
159,160,0.152691,-0.24994,-0.193048,0.656251,0.68774,1.667556,-0.305847,-0.602132,0.631744,0.879659,9.881879,-18.522337
950,951,1.161111,0.538235,1.05626,-0.164611,-0.446927,-0.123341,0.680087,0.771022,-0.085784,-0.084872,14.546067,-18.864456
345,346,1.436135,0.481937,1.05626,-0.669756,-0.924681,-0.59463,1.243478,0.771022,-0.683723,-0.773823,16.14496,-18.052182
444,445,1.252786,0.36934,0.461352,0.466821,-0.088611,1.761814,0.680087,0.484948,0.093598,0.190708,11.122289,-20.473357
674,675,2.261206,0.594533,0.520842,0.087962,-1.402435,0.159432,0.961783,0.427733,-0.444547,-0.222662,12.708275,-19.795374
198,199,1.252786,0.876024,0.877788,-0.35404,-1.103839,-0.406114,1.806869,0.313304,-1.221869,-1.393879,17.274492,-17.454869
379,380,-0.67238,-0.812921,-1.025921,0.656251,0.68774,-0.029083,-1.6439,-1.345924,0.811126,0.672974,1.55904,-2.950788
474,475,-0.305682,1.382708,1.889133,-1.553761,-1.342716,-2.385527,0.961783,0.713807,-1.341457,-0.911613,20.444116,-15.777156
322,323,-0.67238,-1.094412,-1.620829,0.529964,1.404372,-0.123341,-1.221357,-1.288709,1.468859,0.328499,2.805553,-5.328812
815,816,-1.680801,-1.15071,-0.906939,0.466821,0.68774,-1.065918,-0.869237,-1.117065,0.751332,0.741869,1.370641,-2.594912
489,490,-0.67238,-1.094412,-1.263884,1.03511,1.225214,0.25369,-1.080509,-0.830991,0.452362,0.948555,5.609555,-10.495858
287,288,1.802833,0.594533,0.282879,0.340535,0.090547,0.159432,1.10263,0.313304,0.27298,-0.567138,12.057709,-20.165898
218,219,-0.855729,-1.319605,-1.323375,1.350826,1.284933,0.25369,-1.6439,-1.345924,1.289477,0.190708,3.543091,-6.680024
565,566,-0.305682,-1.15071,-0.609484,0.593108,0.448863,0.630721,-1.432628,-1.403138,1.349271,0.948555,6.265381,-11.706731
354,355,-1.314102,1.213813,1.175242,-0.859186,-1.462155,-1.81998,0.468816,1.11431,-1.341457,-1.118299,21.356813,-15.282765
801,802,0.611064,-0.475132,-1.085412,0.719394,1.284933,1.007752,-0.869237,-0.888206,1.050302,1.568611,8.529297,-15.994464
887,888,1.436135,0.98862,-0.133557,-0.101468,-0.208049,1.761814,-0.164999,0.141659,0.093598,-0.429348,12.004757,-20.213031
967,968,0.33604,-0.193641,0.937279,-0.606613,-0.208049,0.819237,0.53924,-0.316058,0.093598,0.397394,10.139893,-19.010561
899,900,-1.039079,-1.038114,-1.085412,0.593108,0.74746,-0.406114,-1.573476,-1.345924,1.767829,0.604079,1.390766,-2.606985
919,920,0.061016,0.200446,1.413206,-1.238045,-1.402435,-0.406114,1.595597,0.484948,-1.162075,-1.187194,17.10403,-17.55319
466,467,-1.222428,-0.812921,-1.144902,0.466821,1.284933,0.25369,-0.869237,-0.716562,0.930714,1.43082,7.012063,-13.088349
261,262,0.33604,0.425639,1.05626,0.087962,0.269705,1.856072,0.53924,0.542163,0.033804,0.672974,10.372755,-19.542372
690,691,0.519389,0.256744,-0.074066,0.340535,0.030828,1.667556,0.53924,0.084445,-0.02599,0.397394,10.361453,-19.442505
591,592,1.069437,-0.475132,-1.025921,0.656251,0.389144,1.667556,-0.024151,-0.029985,0.512156,1.43082,9.441331,-17.687747
491,492,1.619484,0.200446,0.877788,-0.038324,0.030828,1.856072,1.243478,0.656592,0.631744,0.741869,11.083221,-20.446599
900,901,-0.214007,1.044918,1.829642,-1.111759,-1.223277,-1.160176,1.45475,0.828236,-1.162075,-1.118299,18.437033,-16.840769
918,919,-0.030658,1.213813,0.461352,-1.680048,-0.9844,-1.631465,0.257544,1.743672,-1.341457,-1.324984,27.209145,-12.16984
966,967,-0.67238,-0.925518,-0.96643,1.161396,1.404372,0.159432,-0.939661,-1.117065,1.528653,0.535184,2.581804,-4.864372
970,971,-1.130753,-1.094412,-0.96643,0.593108,0.926617,-0.311856,-1.150933,-1.288709,0.631744,0.190708,2.489543,-4.711648
594,595,-0.030658,-0.644027,-0.96643,1.413969,0.807179,1.007752,-0.37627,-0.773776,0.87092,1.29303,7.535625,-14.051657
955,956,-0.122333,-0.812921,-0.906939,1.03511,0.090547,0.25369,-1.010085,-0.773776,1.110095,0.604079,6.964776,-13.001136
628,629,-0.214007,-0.756623,-0.490503,1.287683,0.986337,0.724979,-0.305847,-0.544917,0.87092,1.913086,8.020771,-14.971693
142,143,-0.580706,-0.53143,-0.371521,1.03511,0.74746,1.007752,-0.305847,-1.002635,0.691538,1.706401,8.428117,-15.733664
153,154,-0.122333,-0.925518,-1.263884,0.971967,1.344653,0.159432,-0.305847,-1.345924,0.691538,0.741869,7.587656,-14.145394
150,151,0.886087,-0.925518,0.104406,-0.35404,0.568302,1.667556,-0.37627,-0.0872,0.093598,0.741869,9.633594,-18.055027
890,891,1.069437,0.313042,0.461352,0.214248,0.508582,1.950329,0.53924,-0.373273,0.033804,0.466289,9.911351,-18.630513
283,284,0.061016,0.763428,1.472697,-1.553761,-0.9844,-0.217599,1.806869,0.656592,-0.863105,-1.049404,17.134335,-17.536436
438,439,-0.67238,0.876024,1.413206,-0.922329,-0.9844,-0.406114,1.666021,0.771022,-0.982693,-0.704928,17.989835,-17.073595
78,79,-0.947404,1.270111,0.937279,-0.796043,-0.805242,-0.971661,0.257544,1.629243,-1.162075,-1.393879,25.662316,-12.995392
306,307,-2.230848,-0.981816,-1.025921,1.03511,0.926617,-0.311856,-1.150933,-0.602132,0.87092,0.052918,5.309499,-9.989219
45,46,-0.030658,-1.094412,-0.371521,1.413969,1.046056,-0.500372,-0.587542,-1.403138,0.811126,1.224135,7.347596,-13.685308
568,569,0.152691,-0.700325,-0.728466,0.593108,1.404372,0.630721,-0.657966,-0.716562,0.87092,1.568611,7.557694,-14.10021
768,769,-0.030658,1.270111,-0.252539,-1.680048,-1.163558,-1.725722,-0.164999,1.629243,-1.341457,-1.256089,26.605307,-12.49905
185,186,-0.214007,1.044918,0.223388,-1.364332,-1.04412,-1.725722,0.116696,2.029746,-1.221869,-1.393879,26.33743,-12.640784
456,457,-0.305682,-0.587729,-0.431012,1.161396,0.030828,0.724979,-0.37627,-0.430488,0.27298,0.810764,8.727508,-16.357792
349,350,-0.214007,-0.869219,-0.96643,0.782537,1.046056,0.536463,-1.010085,-0.888206,0.57195,0.879659,5.377731,-10.094402
724,725,-0.489031,-0.24994,-0.31203,1.161396,0.628021,0.536463,-0.798814,-0.659347,0.751332,0.810764,8.993802,-16.827764
17,18,1.527809,1.044918,0.937279,0.593108,-0.566365,1.573298,0.891359,0.484948,0.27298,0.672974,11.138826,-20.481405
831,832,1.619484,0.425639,0.699315,-0.985472,-0.506646,0.819237,0.961783,0.771022,-0.384753,-0.773823,13.832314,-19.233986
356,357,-0.855729,-0.925518,-1.501848,0.84568,1.046056,0.159432,-1.221357,-0.945421,0.811126,0.535184,1.874086,-3.527977
771,772,0.977762,0.932322,1.294224,-0.985472,-0.805242,-0.029083,1.806869,0.942666,-0.922899,-1.256089,17.510876,-17.33378
106,107,2.077857,-0.418834,0.401861,0.340535,-0.208049,1.573298,0.53924,0.427733,-0.324959,0.259603,12.666333,-19.838762
482,483,1.619484,0.313042,1.175242,-0.35404,-0.446927,0.536463,1.384326,0.427733,-0.02599,0.052918,13.555435,-19.35934
853,854,0.152691,1.157515,0.401861,-1.301188,-1.223277,-2.197011,-0.094575,1.743672,-1.281663,-1.80725,26.289683,-12.653014
458,459,-0.67238,-0.925518,-1.620829,0.719394,0.866898,-0.500372,-1.080509,-0.830991,1.648241,0.604079,2.289611,-4.320581
98,99,-0.67238,-1.375903,-1.204393,1.098253,0.807179,0.065175,-1.503052,-1.345924,1.528653,0.672974,3.498899,-6.611911
23,24,2.352881,0.481937,0.401861,-0.480327,-0.446927,0.724979,1.45475,0.02723,-0.623929,-0.704928,13.212604,-19.560675
780,781,2.077857,-0.306238,0.461352,-0.101468,-0.208049,1.007752,-0.305847,0.771022,-0.324959,0.121813,11.784783,-20.27732
398,399,0.886087,0.481937,1.05626,-1.680048,-1.402435,-0.123341,1.313902,0.599377,-1.102281,-0.980509,15.763216,-18.249237
47,48,1.802833,0.313042,0.223388,0.466821,0.090547,1.761814,0.961783,0.256089,0.512156,0.328499,11.454418,-20.447
250,251,-0.214007,1.382708,0.520842,-1.616904,-1.402435,-1.725722,0.18712,2.08696,-1.162075,-0.842718,25.439476,-13.124547
870,871,-0.764055,-1.375903,-1.739811,-0.480327,1.344653,-1.537207,-1.010085,-1.288709,1.767829,0.672974,2.14615,-3.988308
937,938,-0.580706,-1.207009,-1.204393,0.340535,1.464091,0.065175,-1.080509,-1.231494,0.811126,0.466289,5.066379,-9.505516
415,416,-1.589126,-0.756623,-1.144902,1.477112,1.464091,0.819237,-1.150933,-0.830991,1.528653,0.466289,4.568874,-8.587936
51,52,0.33604,-0.475132,-0.549994,0.529964,1.046056,1.573298,-1.291781,-0.602132,1.050302,1.706401,8.547882,-15.971184
562,563,1.619484,-0.024747,0.877788,0.277392,-0.208049,2.044587,0.750511,0.771022,0.811126,0.879659,10.584206,-19.956595
605,606,-1.130753,-1.263307,-1.561339,0.656251,1.344653,-0.783145,-1.010085,-0.544917,0.512156,0.604079,4.963926,-9.30637
845,846,1.527809,0.594533,1.115751,-0.417184,-0.446927,-0.217599,1.736445,0.771022,-0.683723,-0.704928,16.126493,-18.053894
193,194,0.152691,0.98862,0.877788,-1.174902,-1.103839,-0.688887,1.313902,0.942666,-1.221869,-1.462774,18.056176,-17.050459
642,643,-0.580706,0.763428,0.104406,-1.111759,-1.521874,-1.442949,-0.798814,1.400384,-1.461045,-1.393879,27.079406,-12.234303
24,25,-1.130753,1.551602,0.758806,-0.922329,-1.163558,-1.725722,0.609663,0.942666,-1.341457,-1.66946,23.204411,-14.308884
84,85,-0.122333,-0.700325,-0.668975,0.908824,0.866898,1.007752,-1.010085,-0.830991,1.229683,1.361925,6.237786,-11.666357
847,848,-0.67238,-0.981816,-1.025921,0.84568,0.508582,-1.631465,-1.573476,-0.830991,0.930714,0.259603,5.853271,-10.94556
639,640,1.252786,-0.024747,0.937279,0.151105,0.389144,1.856072,0.18712,0.771022,-0.02599,1.086345,10.185423,-19.066999
1014,1015,-0.67238,-1.038114,-1.263884,0.782537,1.404372,-0.406114,-0.939661,-1.231494,0.87092,0.328499,2.789676,-5.245811
934,935,-1.222428,-1.375903,-1.085412,1.540256,1.284933,-0.029083,-1.573476,-1.17428,1.349271,0.397394,3.854474,-7.245812
846,847,-2.322523,-1.319605,-1.323375,0.593108,0.866898,-0.123341,-1.150933,-1.345924,1.050302,0.604079,1.872406,-3.538177
782,783,1.436135,-0.362536,0.401861,0.782537,0.74746,2.233103,-0.164999,-0.316058,0.631744,0.535184,9.65078,-18.069448
67,68,0.061016,-0.362536,-0.252539,0.782537,0.628021,1.007752,-0.446694,-0.716562,0.751332,1.568611,8.923133,-16.723563
547,548,0.061016,1.270111,1.353715,-1.490618,-1.223277,-0.029083,1.243478,0.942666,-1.461045,-1.049404,19.920166,-16.052419
21,22,-0.030658,1.326409,1.175242,-0.859186,-1.402435,-0.688887,0.750511,0.828236,-1.042487,-1.600565,21.261368,-15.337438
953,954,-0.122333,0.932322,0.818297,-1.364332,-1.402435,-1.065918,0.116696,2.20139,-1.281663,-1.600565,25.827291,-12.902209
468,469,-0.580706,1.044918,0.937279,-1.111759,-1.342716,-1.160176,0.468816,1.629243,-1.281663,-0.980509,25.865931,-12.88829
347,348,-0.214007,1.439006,1.115751,-0.859186,-1.402435,-0.500372,0.891359,0.656592,-1.162075,-1.66946,21.81327,-15.037324
670,671,1.252786,1.044918,0.877788,-0.35404,-1.163558,-0.217599,1.736445,0.370518,-1.162075,-1.80725,17.272617,-17.462775
638,639,2.169532,0.481937,0.639824,-0.922329,-0.446927,0.630721,1.384326,0.313304,-0.504341,-0.291557,13.175677,-19.558307
729,730,-0.855729,-0.812921,-1.263884,1.350826,1.046056,0.724979,-1.010085,-0.716562,0.631744,0.810764,5.360169,-10.040607
813,814,-0.122333,1.270111,1.353715,-1.174902,-0.924681,-0.217599,0.53924,1.514813,-1.341457,-1.876145,21.746841,-15.078476
787,788,-0.397357,1.382708,0.937279,-1.490618,-1.402435,-0.783145,1.10263,1.228739,-1.341457,-1.187194,22.39228,-14.733419
258,259,-0.030658,1.213813,1.353715,-1.174902,-1.462155,-0.688887,0.609663,0.656592,-0.922899,-1.66946,21.682518,-15.1127
860,861,-1.039079,-1.15071,-1.144902,1.161396,1.284933,0.442206,-1.150933,-0.945421,1.409065,-0.291557,5.177989,-9.717061
948,949,1.161111,0.819726,1.115751,-0.669756,-0.566365,-0.406114,1.45475,0.713807,-1.102281,-0.498243,15.092607,-18.581194
935,936,-0.305682,-0.869219,-1.204393,1.161396,1.344653,0.065175,-1.080509,-0.888206,0.392568,0.190708,5.304976,-9.930714
706,707,0.152691,0.425639,1.05626,-1.174902,-1.282997,-1.537207,0.961783,0.771022,-1.221869,-1.187194,15.90805,-18.168646
520,521,1.619484,0.144148,0.461352,0.277392,-0.387207,1.667556,1.313902,0.484948,-0.085784,0.052918,11.425309,-20.457587
406,407,1.161111,1.044918,1.115751,-0.606613,-0.864962,-0.59463,1.45475,-0.373273,-0.982693,-0.567138,17.096165,-17.563483
11,12,-0.214007,-0.869219,-0.668975,0.782537,1.284933,1.10201,-1.432628,-0.659347,1.409065,1.361925,6.593153,-12.321567
151,152,-0.397357,-1.038114,-0.96643,0.971967,1.225214,0.536463,-1.503052,-0.659347,0.87092,1.224135,5.435804,-10.199896
1000,1001,0.33604,-0.193641,-0.252539,0.529964,0.269705,0.630721,-0.164999,-0.0872,0.512156,0.741869,9.192308,-17.216254
